TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;8,21;;-3,69;0,96;0,35;30,10;1,60;-22,81;52,49;93,40;40,90;0,75;0,84;-4,34;-0,46;0,74;-25,92;-9,58;-0,51;0,37;0,62;0,42;0,13;;531.309,27;8,58;-2,22;-0,04;971.184.019,36
ABCB4;23,97;6,58;5,86;0,99;0,10;25,50;17,06;15,50;5,32;5,32;;;0,91;-2,77;-0,10;0,05;16,95;1,73;;0,10;0,91;0,11;18,70;17,80;17.045.922,36;24,15;4,09;-0,32;5.679.358.221,12
ABEV3;12,48;5,85;13,04;2,18;1,43;50,30;22,59;18,29;10,56;9,81;-0,75;-0,15;2,38;53,04;-1,96;1,11;16,71;10,94;18,63;0,65;0,34;0,60;10,72;15,72;342.376.031,45;5,73;0,96;0,86;196.607.839.384,32
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;0,68;;-7,72;1,04;0,22;12,62;9,03;-3,39;2,90;6,41;3,51;1,26;0,26;1,03;-0,68;1,46;-13,42;-2,86;10,53;0,21;0,79;0,84;;;3.146.405,95;0,66;-0,09;-0,04;844.834.674,44
AESB3;10,47;;39,94;1,41;0,32;35,54;28,78;4,90;6,80;16,76;9,96;2,06;1,96;19,30;-0,38;1,11;3,53;0,80;5,04;0,23;0,72;0,16;;;29.691.252,27;7,43;0,26;-0,59;6.302.178.946,17
AFLT3;7,58;3,46;15,61;1,83;1,53;57,31;45,58;44,72;15,31;14,94;-0,38;-0,05;6,98;15,67;-1,90;1,98;11,71;9,80;10,57;0,84;0,16;0,22;24,96;19,61;6.885,27;4,15;0,49;-0,21;478.182.026,00
AGRO3;23,88;13,45;9,56;1,12;0,70;30,65;20,17;20,86;9,89;11,74;1,85;0,21;1,99;3,42;-1,14;2,14;11,68;7,31;7,59;0,63;0,37;0,35;27,22;15,22;9.809.520,64;21,40;2,50;-0,22;2.452.080.642,72
AGXY3;1,80;2,20;-1,22;0,30;0,04;12,31;3,90;-2,43;0,76;3,35;2,59;1,03;0,03;1,35;-0,18;1,04;-24,61;-3,22;11,82;0,13;0,87;1,33;;;505.245,23;6,00;-1,48;0,00;307.484.980,20
AHEB3;16,10;;1,41;8,24;0,37;33,84;21,93;17,66;1,14;1,12;-0,02;-0,17;0,25;2,40;-0,65;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;5.567,50;1,95;11,39;0,00;137.681.829,04
AHEB5;16,61;;1,46;8,50;0,38;33,84;21,93;17,66;1,18;1,12;-0,02;-0,17;0,26;2,48;-0,67;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;1.661,00;1,95;11,39;0,00;137.681.829,04
AHEB6;17,02;;1,49;8,71;0,39;33,84;21,93;17,66;1,20;1,12;-0,02;-0,17;0,26;2,54;-0,69;1,55;582,53;26,18;533,83;0,04;0,96;1,48;20,77;;1.702,00;1,95;11,39;0,00;137.681.829,04
ALLD3;7,07;6,83;8,66;0,42;0,19;12,55;3,39;1,31;3,35;4,64;1,28;0,16;0,11;0,65;-0,62;1,73;4,90;2,20;7,91;0,45;0,55;1,67;14,71;32,13;171.119,82;16,66;0,82;2,83;659.069.514,74
ALOS3;24,28;2,14;4,45;0,95;0,50;96,37;264,05;140,12;2,36;2,08;-0,28;-0,11;6,23;13,58;-0,55;1,58;21,32;11,20;27,21;0,53;0,43;0,08;25,65;86,64;90.359.734,82;25,62;5,46;0,00;13.935.188.150,52
ALPA3;10,79;;-26,17;1,37;0,93;40,37;-9,97;-7,36;-19,30;-20,59;-2,17;0,15;1,93;3,32;-1,54;3,51;-5,22;-3,56;-8,00;0,68;0,32;0,48;2,36;;52.931,45;7,89;-0,41;0,16;7.033.560.873,04
ALPA4;9,81;;-23,80;1,24;0,85;40,37;-9,97;-7,36;-17,55;-20,59;-2,17;0,15;1,75;3,02;-1,40;3,51;-5,22;-3,56;-8,00;0,68;0,32;0,48;2,36;;48.100.653,18;7,89;-0,41;0,14;7.033.560.873,04
ALPK3;4,38;;-8,78;2,50;0,37;29,90;10,81;-8,39;6,81;15,46;8,65;3,17;0,74;-3,17;-0,43;0,55;-28,46;-4,21;7,28;0,15;0,85;0,50;3,17;;545.627,52;1,75;-0,50;0,25;950.565.229,50
ALSC3;27,75;;38,57;2,20;1,20;75,71;65,32;27,78;16,41;14,85;-1,56;-0,21;10,72;9,41;-1,43;5,39;5,69;3,12;11,21;0,55;0,44;0,11;2,54;19,34;;12,64;0,72;0,58;5.694.242.307,75
ALUP11;29,60;6,08;12,11;1,20;0,32;75,83;71,87;23,53;3,97;7,88;3,91;1,18;2,85;3,55;-0,39;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;18.964.915,29;24,75;2,44;-0,57;9.020.853.612,80
ALUP3;9,85;6,09;12,09;1,19;0,32;75,83;71,87;23,53;3,96;7,88;3,91;1,18;2,85;3,55;-0,39;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;114.792,52;8,25;0,81;-0,57;9.020.853.612,80
ALUP4;9,84;6,10;12,08;1,19;0,32;75,83;71,87;23,53;3,95;7,88;3,91;1,18;2,84;3,54;-0,39;1,89;9,87;2,63;9,39;0,27;0,62;0,11;20,04;17,61;166.235,36;8,25;0,81;-0,57;9.020.853.612,80
AMAR3;2,27;;-0,26;1,44;0,06;35,54;-16,35;-26,68;-0,43;-3,47;-3,04;10,33;0,07;-0,47;-0,10;0,75;-554,09;-24,09;-27,15;0,04;0,96;0,90;-0,89;;1.491.703,62;1,57;-8,71;0,00;155.650.681,14
AMBP3;15,33;0,88;-20,18;2,59;0,24;23,51;18,46;-2,69;2,94;8,13;5,19;4,56;0,54;1,02;-0,42;2,30;-12,82;-1,21;8,16;0,09;0,84;0,45;83,52;;11.071.718,48;5,92;-0,76;0,08;2.560.751.851,77
AMER3;0,54;;-0,04;-0,02;0,02;19,46;-30,26;-50,03;-0,06;-2,20;-2,14;;0,02;-0,01;-0,03;0,34;-48,42;-41,26;202,73;-0,85;1,85;0,82;32,64;;12.824.207,33;-29,55;-14,31;0,00;487.365.931,62
ANDG3B;28,82;;59,95;2,23;1,88;47,12;179,06;45,82;15,34;8,60;0,93;0,13;27,47;-25,32;-1,93;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;-0,78;1.651.867.985,68
ANDG4B;0,00;;0,00;0,00;0,00;47,12;179,06;45,82;0,00;8,60;0,93;0,13;0,00;0,00;0,00;0,26;3,71;3,14;12,68;0,85;0,15;0,07;10,22;-38,09;;12,94;0,48;0,00;1.651.867.985,68
ANIM3;4,96;;-21,47;0,79;0,20;57,97;10,96;-2,54;4,98;14,92;9,94;1,57;0,55;11,46;-0,25;1,10;-3,66;-0,94;0,24;0,26;0,70;0,37;27,79;;28.051.068,23;6,32;-0,23;0,29;2.003.189.272,80
APER3;39,66;0,82;30,57;0,95;0,56;100,00;11,00;5,02;13,97;13,62;-0,35;-0,02;1,54;-25,54;-0,70;0,90;3,12;1,82;5,96;0,58;0,42;0,36;22,90;;281.319,33;41,62;1,30;-1,25;455.302.114,44
APTI3;197,64;;-0,12;0,02;0,01;92,39;-162,78;-88,96;-0,07;-0,52;0,27;-0,07;0,11;0,02;-0,01;9,26;-14,45;-6,44;-28,38;0,45;0,55;0,07;4,07;;;11.460,45;-1.656,52;0,00;44.442.750,00
APTI4;3.500,00;;-2,11;0,31;0,14;92,39;-162,78;-88,96;-1,15;-0,52;0,27;-0,07;1,88;0,38;-0,23;9,26;-14,45;-6,44;-28,38;0,45;0,55;0,07;4,07;;;11.460,45;-1.656,52;0,00;44.442.750,00
ARML3;12,71;0,27;26,10;3,62;1,11;48,07;34,23;13,57;10,35;13,68;3,33;1,17;3,54;6,52;-1,61;2,22;13,89;4,25;12,06;0,31;0,69;0,31;;;8.477.553,86;3,51;0,49;0,77;4.397.863.881,11
ARZZ3;56,83;3,40;16,40;2,18;1,12;53,60;11,50;8,13;11,59;12,41;0,82;0,16;1,33;12,35;-2,14;1,23;13,30;6,83;13,38;0,51;0,48;0,84;25,49;20,02;184.712.735,18;26,05;3,47;-1,09;6.307.516.576,98
ASAI3;14,03;0,36;20,09;4,39;0,46;16,45;5,04;1,53;6,08;9,17;3,10;2,24;0,31;-5,55;-0,67;0,79;21,83;2,28;16,55;0,10;0,90;1,50;;;154.190.846,86;3,20;0,70;-0,49;18.966.219.796,00
ATMP3;2,92;;0,07;-4,65;0,05;-31,36;-45,63;347,29;-0,51;-1,52;-1,02;;0,23;-4,47;-0,07;0,96;-6.969,53;76,61;-72,03;-0,01;1,01;0,22;-16,95;;19.812,59;-0,63;43,76;0,00;77.994.239,52
ATOM3;1,91;16,77;-561,33;2,49;1,62;92,38;-4,89;-0,35;-39,64;-21,69;17,95;-1,13;1,94;1,76;-73,57;17,09;-0,44;-0,29;-8,88;0,65;0,35;0,83;;;31.219,73;0,77;0,00;5,57;45.467.355,18
AURA33;32,84;5,84;9,08;1,37;0,55;36,53;24,61;12,67;4,67;5,88;1,21;0,35;1,15;3,67;-0,89;1,64;15,08;6,07;12,15;0,40;0,60;0,48;32,13;68,75;1.922.443,50;24,00;3,62;-0,25;2.323.182.386,40
AURE3;12,19;24,61;6,01;0,87;0,39;21,10;24,36;34,01;8,39;9,29;0,90;0,09;2,04;3,27;-0,52;1,92;14,52;6,50;0,61;0,45;0,55;0,19;;;67.162.783,24;13,96;2,03;0,01;12.190.000.000,00
AVLL3;4,50;;-1,92;-1,38;0,65;32,90;-54,45;-118,56;-4,18;-9,03;-4,85;;2,28;-0,94;-0,89;0,28;-71,88;-34,00;-43,28;-0,47;1,47;0,29;19,61;;43.361,41;-3,26;-2,34;-0,33;878.985.274,50
AZEV3;1,44;;-5,74;1,73;0,40;11,50;-8,21;-8,58;-6,00;-6,88;-1,02;0,29;0,49;-6,21;-0,67;0,86;-30,05;-6,99;-43,18;0,23;0,77;0,82;43,23;;625.284,86;0,83;-0,25;0,01;236.126.613,40
AZEV4;1,39;;-5,54;1,67;0,39;11,50;-8,21;-8,58;-5,79;-6,88;-1,02;0,29;0,48;-6,00;-0,65;0,86;-30,05;-6,99;-43,18;0,23;0,77;0,82;43,23;;3.025.779,10;0,83;-0,25;0,01;236.126.613,40
AZUL4;11,90;;-12,32;-0,71;0,77;21,10;12,33;-6,75;6,74;13,13;11,28;;0,83;-1,85;-1,10;0,42;-5,74;-6,23;42,22;-1,09;2,09;0,92;15,41;;163.019.989,57;-16,83;-0,97;0,27;4.142.794.561,60
B3SA3;12,30;3,65;16,46;3,43;1,45;85,66;51,52;40,19;12,84;12,22;-0,62;-0,17;6,61;12,73;-2,27;1,46;20,86;8,82;12,22;0,42;0,58;0,22;22,44;26,63;542.552.045,09;3,58;0,75;-7,58;69.451.950.000,00
BAHI3;6,25;;-2,03;3,83;0,26;43,42;-6,44;-21,49;-6,78;-14,13;-7,34;4,14;0,44;-0,70;-0,28;0,13;-188,32;-13,00;-10,59;0,07;0,91;0,60;56,84;;21.538,05;1,63;-3,07;0,18;164.941.137,50
BALM3;11,27;0,98;-30,28;0,75;0,44;60,04;10,70;-1,99;5,64;3,61;-1,66;-0,22;0,60;0,93;-1,51;3,08;-2,48;-1,46;7,19;0,59;0,41;0,73;8,44;;1.524,67;15,00;-0,37;0,27;103.243.000,00
BALM4;9,80;1,12;-26,33;0,65;0,38;60,04;10,70;-1,99;4,90;3,61;-1,66;-0,22;0,52;0,81;-1,31;3,08;-2,48;-1,46;7,19;0,59;0,41;0,73;8,44;;4.030,77;15,00;-0,37;0,23;103.243.000,00
BAUH4;80,00;1,51;-147,26;4,23;2,56;21,97;4,34;-1,30;44,12;41,79;-2,33;-0,22;1,92;29,67;-4,70;1,23;-2,87;-1,74;-2,68;0,60;0,40;1,33;3,33;;19.279,20;18,93;-0,54;1,12;417.777.760,00
BAZA3;89,00;5,99;4,18;0,86;0,12;26,11;45,99;30,61;2,78;2,78;;;1,28;4,01;-0,12;;20,56;2,80;;0,14;0,86;0,09;17,64;79,28;222.334,95;103,67;21,31;0,88;4.989.190.035,00
BBAS3;57,68;7,97;4,96;1,00;0,07;32,66;15,94;12,40;3,86;3,86;;;0,62;2,88;-0,08;14,76;20,10;1,50;;0,07;0,92;0,12;9,97;25,65;598.715.426,57;57,82;11,62;0,23;165.277.253.713,60
BBDC3;12,19;8,30;9,37;0,78;0,07;30,94;3,95;6,18;14,67;15,55;;;0,58;0,56;-0,08;11,40;8,33;0,73;;0,09;0,91;0,12;8,37;-4,12;136.332.543,95;15,62;1,30;-0,22;137.483.378.777,94
BBDC4;13,65;8,16;10,49;0,87;0,08;30,94;3,95;6,18;16,43;15,55;;;0,65;0,63;-0,09;11,40;8,33;0,73;;0,09;0,91;0,12;8,37;-4,12;956.850.958,57;15,62;1,30;-0,25;137.483.378.777,94
BBML3;3.936,42;;48.754,69;149.535,60;154,10;6,84;2,69;0,20;3.576,72;3.586,40;9,67;404,48;96,25;-869,12;-250,59;0,68;306,71;0,32;5,37;0,00;1,00;1,60;41,29;1,17;;0,03;0,08;-384,83;160.451.699.191,56
BBSE3;32,91;8,72;8,60;6,17;4,05;;;;7,58;7,58;;;;38,05;-5,63;1,61;71,80;47,15;;0,66;0,34;0,00;;13,59;184.215.142,00;5,33;3,83;0,24;65.820.000.000,00
BDLL3;13,00;;1,48;-0,13;0,03;-28,71;-67,71;30,27;-0,66;-5,56;-5,06;;0,45;-1,49;-0,06;0,96;-9,03;2,24;-345,45;-0,25;1,25;0,07;-27,58;;7.800,00;-97,25;8,78;0,01;15.845.888,08
BDLL4;8,01;;0,91;-0,08;0,02;-28,71;-67,71;30,27;-0,41;-5,56;-5,06;;0,28;-0,92;-0,04;0,96;-9,03;2,24;-345,45;-0,25;1,25;0,07;-27,58;;4.237,80;-97,25;8,78;0,01;15.845.888,08
BEEF11;3,62;;6,02;3,50;0,08;19,88;7,42;1,32;1,08;6,38;4,38;14,28;0,08;0,31;-0,20;1,87;58,14;1,41;9,40;0,02;0,96;1,06;20,68;;;1,03;0,60;-0,11;4.074.871.660,97
BEEF3;6,71;8,21;11,16;6,49;0,16;19,88;7,42;1,32;1,99;6,38;4,38;14,28;0,15;0,58;-0,38;1,87;58,14;1,41;9,40;0,02;0,96;1,06;20,68;;61.696.713,23;1,03;0,60;-0,20;4.074.871.660,97
BEES3;9,43;5,34;8,66;1,41;0,07;27,82;9,27;6,64;6,21;6,31;;;0,58;0,93;-0,08;;16,33;0,83;;0,05;0,95;0,12;12,53;15,49;113.423,36;6,67;1,09;7,28;3.027.455.180,00
BEES4;10,00;5,72;9,19;1,50;0,08;27,82;9,27;6,64;6,58;6,31;;;0,61;0,99;-0,08;;16,33;0,83;;0,05;0,95;0,12;12,53;15,49;45.714,73;6,67;1,09;7,72;3.027.455.180,00
BFRE11;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BFRE12;0,00;;0,00;0,00;0,00;31,58;170,29;145,51;0,00;;;;0,00;0,00;0,00;;9,21;8,19;;0,89;0,10;0,06;;13,07;;302.450,49;27.857,74;0,00;
BGIP3;27,91;;7,98;0,81;0,06;35,73;5,88;5,19;7,05;6,95;;;0,41;-0,39;-0,11;0,77;10,09;0,70;;0,07;0,93;0,13;8,79;-6,20;16.788,75;34,66;3,50;0,08;489.767.518,80
BGIP4;27,14;;7,76;0,78;0,05;35,73;5,88;5,19;6,85;6,95;;;0,40;-0,38;-0,11;0,77;10,09;0,70;;0,07;0,93;0,13;8,79;-6,20;103.747,86;34,66;3,50;0,08;489.767.518,80
BHIA3;9,84;;-0,52;0,21;0,03;28,99;-0,55;-5,91;-5,60;-47,59;-41,99;1,58;0,03;-0,20;-0,05;0,74;-40,32;-5,54;-11,42;0,14;0,86;0,94;3,76;;48.542.674,18;46,63;-18,80;0,00;935.622.614,16
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;10,70;;-15,89;13,71;4,00;18,28;-60,40;-68,60;-18,05;-19,51;-1,46;1,11;10,90;39,05;-6,23;1,40;-86,26;-25,16;-29,62;0,29;0,71;0,37;299,61;;533.001,36;0,78;-0,67;1,04;1.357.203.846,70
BLAU3;12,30;3,43;6,97;1,12;0,72;39,36;29,85;23,41;5,47;5,79;0,32;0,07;1,63;1,91;-1,52;3,44;16,03;10,30;11,80;0,64;0,36;0,44;;;4.197.231,50;11,01;1,76;7,43;2.206.545.449,70
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-1,08;-0,14;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,32;-0,04;0,00;-8,15;-2,46;-6,65;0,30;0,70;0,00;;;;11,21;-0,91;0,06;14.115.600,06
BMEB3;29,00;4,96;10,57;2,08;0,17;52,09;7,94;6,39;8,50;8,64;;;0,68;1,52;-0,19;;19,66;1,59;;0,08;0,92;0,25;5,94;31,72;73.056,90;13,96;2,74;0,21;3.087.726.823,20
BMEB4;30,20;5,24;11,00;2,16;0,17;52,09;7,94;6,39;8,86;8,64;;;0,70;1,59;-0,20;;19,66;1,59;;0,08;0,92;0,25;5,94;31,72;676.634,91;13,96;2,74;0,22;3.087.726.823,20
BMGB4;3,98;9,44;10,54;0,56;0,05;35,71;0,71;3,05;45,63;45,63;;;0,32;;-0,05;;5,32;0,50;;0,09;0,91;0,16;19,34;78,00;4.944.845,52;7,10;0,38;0,06;2.321.264.995,78
BMIN3;20,01;6,03;10,07;0,70;0,37;59,27;33,24;26,08;7,90;7,69;;;2,63;81,34;-0,38;;7,00;3,71;;0,53;0,47;0,14;16,78;;9.059,46;28,39;1,99;0,22;94.017.041,49
BMIN4;16,44;7,34;8,27;0,58;0,31;59,27;33,24;26,08;6,49;7,69;;;2,16;66,83;-0,31;;7,00;3,71;;0,53;0,47;0,14;16,78;;77.729,90;28,39;1,99;0,18;94.017.041,49
BMKS3;366,00;15,79;7,63;0,81;0,71;28,02;25,71;136,17;40,42;2,22;-38,20;-0,77;10,39;0,96;-2,90;36,30;10,66;9,28;-1,63;0,87;0,13;0,07;2,51;22,12;7.440,09;450,03;47,95;-1,81;166.438.500,00
BMOB3;13,12;1,70;16,66;1,06;0,82;24,00;7,50;5,24;11,64;6,18;-5,46;-0,50;0,87;1,76;-2,45;3,35;6,35;4,92;4,52;0,78;0,22;0,94;;;3.302.174,67;12,41;0,79;-0,77;1.141.488.439,04
BNBR3;116,50;3,04;4,45;0,98;0,16;47,54;42,45;25,39;2,66;2,66;;;1,13;3,98;-0,16;;22,00;3,48;;0,16;0,84;0,14;8,76;25,82;31.900,80;118,87;26,16;0,33;10.062.275.556,00
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;53.310.276,50;4,34;0,52;5,59;4.212.250.617,75
BOBR3;0,00;;0,00;0,00;0,00;39,60;15,89;7,28;0,00;2,82;1,55;;0,00;0,00;0,00;0,84;-149,20;11,92;59,94;-0,08;1,08;1,64;6,05;-3,28;;-0,28;0,41;0,00;297.404.598,04
BOBR4;2,42;;5,87;-8,76;0,70;39,60;15,89;7,28;2,69;2,82;1,55;;0,43;-7,31;-1,36;0,84;-149,20;11,92;59,94;-0,08;1,08;1,64;6,05;-3,28;79.715,48;-0,28;0,41;-0,02;297.404.598,04
BPAC11;36,02;2,58;15,63;2,89;0,32;19,88;23,13;19,91;13,45;13,45;;;3,11;22,43;-3,32;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;280.357.741,14;12,46;2,31;0,66;138.150.146.602,19
BPAC3;17,60;1,48;22,90;4,24;0,48;19,88;23,13;19,91;19,71;13,45;;;4,56;32,87;-4,87;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;100.159,59;4,15;0,77;0,97;138.150.146.602,19
BPAC5;9,23;2,82;12,01;2,22;0,25;19,88;23,13;19,91;10,34;13,45;;;2,39;17,24;-2,55;1,02;18,51;2,07;;0,11;0,89;0,10;46,00;33,74;77.905,77;4,15;0,77;0,51;138.150.146.602,19
BPAN4;8,74;2,46;17,82;1,51;0,21;49,84;4,88;4,32;15,76;15,76;;;0,77;;-0,21;;8,47;1,16;;0,14;0,86;0,27;8,24;41,40;23.013.306,82;5,79;0,49;-2,12;11.091.672.586,60
BPAR3;182,07;;7,65;0,94;0,10;48,75;13,16;7,91;4,59;4,59;;;0,60;6,24;-0,11;;12,30;1,36;;0,11;0,89;0,17;4,66;-0,41;;193,58;23,82;-0,44;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;20,00;13,74;3,71;0,98;0,97;;;;3,82;3,66;-0,24;-0,06;;17,12;-1,04;5,31;26,44;26,09;25,51;0,99;0,01;0,00;;-1,84;1.709.612,32;20,41;5,40;-0,06;8.032.853.697,04
BRAP4;20,67;14,62;3,83;1,01;1,00;;;;3,95;3,66;-0,24;-0,06;;17,69;-1,07;5,31;26,44;26,09;25,51;0,99;0,01;0,00;;-1,84;118.124.615,68;20,41;5,40;-0,06;8.032.853.697,04
BRBI11;16,03;8,23;11,55;2,17;0,18;17,13;2,90;9,24;36,84;32,29;-4,55;-0,27;1,07;;-0,18;;18,78;1,55;-2,15;0,08;0,92;0,17;;;4.289.537,09;7,39;1,39;11,10;1.683.081.135,12
BRBI3;0,00;;0,00;0,00;0,00;17,13;2,90;9,24;0,00;32,29;-4,55;-0,27;0,00;;0,00;;18,78;1,55;-2,15;0,08;0,92;0,17;;;;2,46;0,46;0,00;1.683.081.135,12
BRBI4;0,00;;0,00;0,00;0,00;17,13;2,90;9,24;0,00;32,29;-4,55;-0,27;0,00;;0,00;;18,78;1,55;-2,15;0,08;0,92;0,17;;;;2,46;0,46;0,00;1.683.081.135,12
BRFS3;15,30;;-6,97;1,82;0,43;14,97;-0,74;-6,84;-64,14;-91,34;-27,20;0,77;0,48;4,06;-0,84;1,29;-26,15;-6,23;-1,23;0,24;0,75;0,91;13,70;;126.918.362,64;8,39;-2,19;-0,04;25.741.840.663,80
BRGE11;13,11;;20,30;0,72;0,33;-4.173,02;-192,28;1.340,82;-141,57;83,58;225,39;-1,15;272,20;0,87;-0,73;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;14.939,13;18,16;0,65;-0,51;967.171.805,40
BRGE12;14,00;;21,68;0,77;0,35;-4.173,02;-192,28;1.340,82;-151,18;83,58;225,39;-1,15;290,68;0,93;-0,78;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;7.903,44;18,16;0,65;-0,55;967.171.805,40
BRGE3;13,39;;20,73;0,74;0,33;-4.173,02;-192,28;1.340,82;-144,59;83,58;225,39;-1,15;278,02;0,89;-0,75;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;14.057,00;18,16;0,65;-0,53;967.171.805,40
BRGE5;13,16;;20,38;0,72;0,33;-4.173,02;-192,28;1.340,82;-142,11;83,58;225,39;-1,15;273,24;0,87;-0,74;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;4.186,00;18,16;0,65;-0,52;967.171.805,40
BRGE6;12,82;;19,85;0,71;0,32;-4.173,02;-192,28;1.340,82;-138,44;83,58;225,39;-1,15;266,18;0,85;-0,72;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;31.725,17;18,16;0,65;-0,50;967.171.805,40
BRGE7;13,07;;20,24;0,72;0,33;-4.173,02;-192,28;1.340,82;-141,14;83,58;225,39;-1,15;271,37;0,86;-0,73;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;4.435,00;18,16;0,65;-0,51;967.171.805,40
BRGE8;11,66;;18,06;0,64;0,29;-4.173,02;-192,28;1.340,82;-125,91;83,58;225,39;-1,15;242,10;0,77;-0,65;3,13;3,56;1,61;-1,43;0,45;0,36;0,00;-31,54;-1,46;27.097,43;18,16;0,65;-0,46;967.171.805,40
BRIN3;39,15;0,83;53,61;1,67;0,97;100,00;11,00;5,02;24,49;24,14;-0,35;-0,02;2,69;-44,79;-1,22;0,90;3,12;1,82;5,96;0,58;0,42;0,36;21,03;;;23,43;0,73;-2,20;798.299.859,15
BRIT3;3,46;0,93;11,81;1,05;0,50;46,79;21,28;11,15;6,19;9,11;2,92;0,50;1,32;3,84;-0,64;2,30;8,88;4,20;7,70;0,47;0,53;0,38;;;1.954.482,50;3,30;0,29;0,04;1.553.868.409,36
BRIV3;13,15;;21,21;0,68;0,05;15,61;2,39;1,58;14,00;13,77;;;0,34;0,62;-0,05;7,22;3,20;0,22;;0,07;0,93;0,14;20,48;2,02;57.992,89;19,39;0,62;1,10;1.145.782.529,35
BRIV4;12,60;;20,33;0,65;0,04;15,61;2,39;1,58;13,41;13,77;;;0,32;0,59;-0,05;7,22;3,20;0,22;;0,07;0,93;0,14;20,48;2,02;175.917,90;19,39;0,62;1,05;1.145.782.529,35
BRKM3;21,98;;-3,72;3,49;0,19;2,65;-4,95;-6,47;-4,86;-11,48;-6,61;4,75;0,24;1,34;-0,32;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;337.845,86;6,30;-5,91;0,01;17.577.914.460,44
BRKM5;22,14;;-3,74;3,51;0,19;2,65;-4,95;-6,47;-4,89;-11,48;-6,61;4,75;0,24;1,35;-0,32;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;74.572.371,18;6,30;-5,91;0,01;17.577.914.460,44
BRKM6;14,85;;-2,51;2,36;0,13;2,65;-4,95;-6,47;-3,28;-11,48;-6,61;4,75;0,16;0,90;-0,22;1,54;-93,87;-5,12;-11,04;0,05;0,95;0,79;14,40;;2.009,00;6,30;-5,91;0,01;17.577.914.460,44
